canonical_name,display_name,record_count,qb_company_name,qb_customer_id,match_type
"ar mays","AR Mays","371","","","NONE"
"willmeng","Willmeng","340","","","NONE"
"layton","Layton Construction Company","327","Layton Construction Company","Layton Construction Company:Cavasson MOB & Retail","EXACT"
"chasse building","Chasse Building Team","283","Chasse Building Team","Chasse Building Team:3900 S 55th Ave","EXACT"
"ryan companies","Ryan Companies","198","","","NONE"
"core","Core Construction","196","Core Construction","Core Construction:CoG Fire Department (14051 N 59th)","EXACT"
"mt","MT Builders","194","MTI- Mitchell General","MTI- Mitchell General:Farmer Bros (22430 E Ocotillo)","STARTS_WITH"
"alexander","Alexander Building Co","192","Alexander Building Company","Alexander Building Company","STARTS_WITH"
"brycon","Brycon","169","Brycon Corporation","Brycon Corporation:25-308 Watkins Jail - Phoenix","STARTS_WITH"
"lge design","LGE Design Build","161","LGE Design Build","LGE Design Build:7501 E Redfield Road","EXACT"
"clay","Clayco","158","Clayco","Clayco:Cubes at Meridian 24","EXACT"
"fcl","FCL Builders","141","","","NONE"
"wd construction llc weis builders","WD Construction LLC (Weis Builders)","134","","","NONE"
"gcon","GCON","130","GCON Inc","GCON Inc:250145 - 3150 W Lower Buckeye Rd","STARTS_WITH"
"haydon building","Haydon Building Corp","113","Haydon Building Corp","Haydon Building Corp:Anthem Pickleball Expansion","EXACT"
"bayley","Bayley","108","","","NONE"
"caliente","Caliente Construction","104","Caliente Construction","Caliente Construction:Busy Bees Brown Rd","EXACT"
"wespac","Wespac Construction","103","Wespac Construction","Wespac Construction:Mayo Casita #4- Labor & Fees","EXACT"
"haydon","Haydon","102","Haydon Building Corp","Haydon Building Corp:Anthem Pickleball Expansion","STARTS_WITH"
"holder","Holder","99","Holder Construction Co.","Holder Construction:AE PHX06- Ph.1","STARTS_WITH"
"big-d","Big-D","98","","","NONE"
"wood partners","Wood Partners","96","Wood Partners","Wood Partners:Alta Goodyear","EXACT"
"suntec concrete","Suntec Concrete                                  (Need PO #'s)","96","","","NONE"
"tlw","TLW Construction","87","TLW Construction","TLW Construction:Chandler Heights Self Storage","EXACT"
"agate","Agate","87","Agate Construction","Agate now Primak:Chapman Camelback BMW Lot Expansion","STARTS_WITH"
"ap southwest","AP Southwest","84","","","NONE"
"ar","ARCO","81","ARC Construction","ARC Construction","STARTS_WITH"
"renaissance","Renaissance Companies","70","Renaissance Companies","Renaissance Companies:32nd St. and Baseline Shops","EXACT"
"csi","CSI Construction Company","68","CSI Construction Company","CSI Construction Company:Heritage North","EXACT"
"mcshane","McShane Construction Company","66","McShane Construction Company","McShane Construction Company:Apartments at 48th Street & Washington","EXACT"
"roers general","Roers General Contracting LLC","62","","","NONE"
"we oneil","WE ONeil","60","","","NONE"
"graycor","Graycor","60","Graycor","Graycor:13255 Sweetwater Dr -  Surprise","EXACT"
"bpr companies","BPR Companies","60","BPR Companies","BPR Companies:GSQ Block A1-A2","EXACT"
"okland","Okland Construction","57","","","NONE"
"vequity","Vequity Construction","57","","","NONE"
"weitz","Weitz Construction","56","","","NONE"
"wd","WD Construction","56","WD Construction (Weis Builders)","WD Construction (Weis Builders):Aviata","STARTS_WITH"
"greystar development","Greystar Development & Construction","56","","","NONE"
"dpr","DPR Construction","54","DPR Construction Company","DPR Construction Company","STARTS_WITH"
"bleuwave","Bleuwave","54","Bleuwave","Bleuwave:AFCU Mesa Baseline","EXACT"
"41 north contractors","41 North Contractors","54","","","NONE"
"whiting turner","Whiting Turner","52","","","NONE"
"mccarthy building companies","McCarthy Building Companies","52","","","NONE"
"adolfson peterson","Adolfson & Peterson","51","Adolfson & Peterson","Adolfson & Peterson","EXACT"
"boldt","Boldt","51","","","NONE"
"alston","Alston Construction","49","Alston Construction","Alston Construction:28th Ave Conversion","EXACT"
"double aa builders ltd",""Double AA Builders","8","","","NONE"
"thompson thrift","Thompson Thrift Construction","47","","","NONE"
"hunter","Hunter","47","","","NONE"
"mccarthy","McCarthy","46","","","NONE"
"greystar","Greystar","45","","","NONE"
"catamount constructors","Catamount Constructors","45","Catamount Constructors","Catamount Constructors:1650 S Bullard","EXACT"
"khovnanian","K.Hovnanian","44","","","NONE"
"lr cowan concrete","L.R. Cowan Concrete Co","44","L.R. Cowan Concrete Co","L.R. Cowan Concrete Co:12221 W Cactus","EXACT"
"concord general","CONCORD GENERAL CONTRACTING","43","Concord General Contracting","Concord General Construction:Cornerstone Church Bldg E","EXACT"
"nitti","Nitti Builders","42","Nitti DAC LLC","Nitti DAC LLC:55 E Pinnacle Peak Rd - Phoenix","STARTS_WITH"
"greenlight","Greenlight Construction","42","","","NONE"
"mti- mitchell","MTI- Mitchell","40","MTI- Mitchell General","MTI- Mitchell General:Farmer Bros (22430 E Ocotillo)","STARTS_WITH"
"torrent","Torrent","40","Torrent Resources","Torrent Resources","STARTS_WITH"
"chasse","Chasse","39","Chasse Building Team","Chasse Building Team:3900 S 55th Ave","STARTS_WITH"
"mill creek residential","Mill Creek Residential","39","Mill Creek Residential","Mill Creek Residential:Amavi Queen Creek","EXACT"
"jlb","JLB Builders","38","","","NONE"
"ganem","Ganem Construction","37","","","NONE"
"mti-mitchell","MTI-Mitchell General Contracting","37","","","NONE"
"ed smith","E.D. Smith Paving","36","E.D. Smith Paving Inc.","E.D. Smith Paving Inc.","STARTS_WITH"
"bjerk","Bjerk","35","","","NONE"
"redpoint","RedPoint Contracting","35","RedPoint Contracting","RedPoint Contracting:881- Mesa Gateway 202- Offsite","EXACT"
"path","Path Construction","35","","","NONE"
"sunland asphalt","Sunland Asphalt","34","Sunland Asphalt","Sunland Asphalt:1221 E Mckellips - Mesa","EXACT"
"overland","Overland Construction","34","","","NONE"
"smart choice","Smart Choice Construction","34","Smart Choice Construction LLC","Smart Choice Construction LLC:11416 N 66th St - Scottsdale","STARTS_WITH"
"idm builds","IDM Builds AZ","34","","","NONE"
"brinkman constructors","Brinkman Constructors","34","","","NONE"
"blucor send tickets","Blucor                                     ****Send tickets***","34","","","NONE"
"markham","Markham Contracting Co","33","Markham Contracting","Markham Contracting:Ross DC8 Grading- Buckeye","STARTS_WITH"
"pwi","PWI","33","PWI Residential Inc.","PWI Residential Inc.:#21-R02- Hillside Residence","STARTS_WITH"
"fcl builders arizona","FCL Builders Arizona","33","","","NONE"
"dickens quality","Dickens Quality Demo","32","Dickens Quality Demolition","Dickens Quality Demolition:4801 E Thistle Landing Drive- Phoenix","STARTS_WITH"
"travis custom homes","Travis Custom Homes","32","Travis Custom Homes","Travis Custom Homes","EXACT"
"tofel dent","Tofel Dent","32","Tofel Dent Construction","Tofel Dent Construction:Acacia Heights","STARTS_WITH"
"abernathey","Abernathey Development","31","Abernathey Development","Abernathey Development:Cactus Storage","EXACT"
"reliance commercial","Reliance Commercial Construction Inc.","31","Reliance Commercial Construction Inc.","Reliance Commercial Construction Inc.","EXACT"
"3411","3411 Builders","30","","","NONE"
"mcmanus","McManus","29","","","NONE"
"pride","Pride Contracting","29","","","NONE"
"embrey","Embrey Builders","29","","","NONE"
"eleven western","Eleven Western Builders","29","Eleven Western Builders Inc.","Eleven Western Builders Inc.","STARTS_WITH"
"garden communities","Garden Communities","29","","","NONE"
"edge","Edge Construction","28","Edge Construction","Edge Construction:Desert Thunder Elementary","EXACT"
"sodella","SoDella Construction","27","","","NONE"
"emj","EMJ Construction","27","","","NONE"
"ricor","Ricor","27","Ricor Incorporated","Ricor Incorporated","STARTS_WITH"
"pacificap","Pacificap Construction","27","","","NONE"
"mortenson","Mortenson","27","Mortenson","Mortenson Construction:Project Discovery","EXACT"
"arco murray","Arco Murray","27","","","NONE"
"bpr","BPR","27","BPR Companies","BPR Companies:GSQ Block A1-A2","STARTS_WITH"
"double aa","Double AA Builders","26","","","NONE"
"sandstorm","Sandstorm Construction","26","Sandstorm Construction","Sandstorm Construction","EXACT"
"bfl","BFL","26","","","NONE"
"jackson dean","Jackson Dean","26","Jackson Dean Construction","Jackson Dean Construction","STARTS_WITH"
"westates","Westates Construction","26","Westates Construction","Westates Construction:1145 S Rowen","EXACT"
"sdb","SDB","25","SDB Inc.","SDB Inc.","STARTS_WITH"
"low mountain","Low Mountain Construction","25","Low Mountain Construction","Low Mountain Construction","EXACT"
"sd crane","SD Crane Builders","25","","","NONE"
"frontera building","Frontera Building Company","25","Frontera Building Company","Frontera Building Company:10211 N 32nd St - Phoenix","EXACT"
"maris","Maris Construction","24","","","NONE"
"the whiting turner","THE WHITING TURNER COMPANY","24","The Whiting Turner Co.","The Whiting Turner Co.:Buckeye Verrado (1355 N Verrado Way)","STARTS_WITH"
"true north",""True North Builders","7","","","NONE"
"pegasus","Pegasus Construction","23","","","NONE"
"sundt","Sundt Construction","23","Sundt Construction","Sundt Construction:Royal Oaks","EXACT"
"wolff",""Wolff Construction","6","","","NONE"
"garrett","Garrett Construction","23","","","NONE"
"rapi","Rapi","23","","","NONE"
"sparrow partners","Sparrow Partners","22","Sparrow Partners","Sparrow Partners","EXACT"
"four leaf","Four Leaf Construction","22","Four Leaf Construction","Four Leaf Construction","EXACT"
"maydall","Maydall","22","Maydall Construction","Maydall Construction","STARTS_WITH"
"rytan","Rytan","22","","","NONE"
"mt2","MT2","22","","","NONE"
"derek engineering","Derek Engineering Inc","22","","","NONE"
"armays","ARMAYS","22","","","NONE"
"kdc",""KDC Construction","6","","","NONE"
"mitchell","Mitchell General Contracting","21","","","NONE"
"hensel phelps","Hensel Phelps","21","Hensel Phelps","Hensel Phelps","EXACT"
"blade runners","Blade Runners","21","Blade Runners","Blade Runners:1100 N 127th Ave","EXACT"
"greenberg","Greenberg Construction","21","","","NONE"
"hardison downey","Hardison Downey","21","","","NONE"
"jetaway power washing","Jetaway Power Washing","21","Jetaway Power Washing","Jetaway Power Washing","EXACT"
"sigma","Sigma Contracting","20","SIGMA Contracting","SIGMA Contracting","EXACT"
"ap global","AP Global","20","AP Global Contractors","AP Global Contractors:12250 N Sarival","STARTS_WITH"
"mycon","MYCON General Contractors","20","","","NONE"
"schnitzer properties","Schnitzer Properties","20","Schnitzer Properties","Schnitzer Properties","EXACT"
"path construction southwest","Path Construction Southwest","20","","","NONE"
"guthrie general","Guthrie General","19","","","NONE"
"fd","FD Construction","19","","","NONE"
"sub 4","Sub 4 Development Company","19","","","NONE"
"caruso","Caruso","19","","","NONE"
"keystone","Keystone Homes","19","Keystone Homes","Keystone Homes:Gilbert (4343 E Warner Road)","EXACT"
"robert e porter",""Robert E. Porter Construction Co.","7","","","NONE"
"big d","Big D","19","","","NONE"
"integrity","INTEGRITY BUILDING","18","","","NONE"
"parkway","Parkway Construction","18","Parkway Construction and Associates","Parkway Construction and Associates:Andretti Glendale (99th Ave & Maryland)","STARTS_WITH"
"schaefer","Schaefer","18","Schaefer Construction","Schaefer Construction","STARTS_WITH"
"southern arizona paving","Southern Arizona Paving","18","Southern Arizona Paving","Southern Arizona Paving","EXACT"
"dallas","Dallas Construction","18","Dallas Construction","Dallas Construction","EXACT"
"tb penick sons",""TB Penick & Sons","8","","","NONE"
"johansen interiors","Johansen Interiors","18","","","NONE"
"wp west","WP West Builders","18","","","NONE"
"3411 builders tdc",""3411 Builders / TDC Builders","1","","","NONE"
"zdi","ZDI","17","","","NONE"
"desert build","Desert Build Construction","17","","","NONE"
"ww clyde","WW Clyde","17","WW Clyde","WW Clyde:Pediment Park 202","EXACT"
"chanen","Chanen","17","Chanen Construction","Chanen Construction:MWU SHVI","STARTS_WITH"
"brinkmann","BRINKMANN CONSTRUCTION","17","Brinkmann Constructors","Brinkmann Constructors:LHM Ford Pro-Elite Phase","STARTS_WITH"
"41 north","41 North","17","","","NONE"
"camelback building","Camelback Building Group","17","Camelback Building Group","Camelback Building Group","EXACT"
"new generation",""New Generation Construction Group","5","","","NONE"
"venn companies","Venn Companies","16","Venn Companies","Venn Companies:16559 N 92nd St - Scottsdale","EXACT"
"pwi residential","PWI Residential","16","PWI Residential Inc.","PWI Residential Inc.:#21-R02- Hillside Residence","STARTS_WITH"
"hanna design","Hanna Design Group","16","","","NONE"
"r2 contractors","R2 Contractors","16","R2 Contractors","R2 Contractors","EXACT"
"nitti dac","Nitti DAC","16","Nitti DAC LLC","Nitti DAC LLC:55 E Pinnacle Peak Rd - Phoenix","STARTS_WITH"
"valley rain","Valley Rain Construction","16","Valley Rain Construction","Valley Rain Construction:Glendale Heroes Regional Park","EXACT"
"adra","Adra Contracting","16","Adra Contracting","Adra Contracting","EXACT"
"ckz management","CKZ Management","16","","","NONE"
"je dunn","JE Dunn Construction","15","JE Dunn Construction","JE Dunn Construction","EXACT"
"canyon building","Canyon Building & Design","15","","","NONE"
"ameris","Ameris Construction","15","Ameris Construction Co.","Ameris Construction Co.","STARTS_WITH"
"aspen interiors","Aspen Interiors","15","Aspen Interiors","Aspen Interiors","EXACT"
"embree","Embree","15","Embree Group","Embree Group","STARTS_WITH"
"radius","Radius","15","Radius Contractors LLC","Radius Contractors LLC:39769 N 106th Pl - Scottsdale","STARTS_WITH"
"buesing","Buesing Corp","15","Buesing Corporation","Buesing Corporation","STARTS_WITH"
"robinson","Robinson Construction Co","15","Robinson Construction Co.","Robinson Construction Co.","STARTS_WITH"
"street lights","Street Lights","15","","","NONE"
"camelot homes","Camelot Homes","15","Camelot Homes","Camelot Homes - Mark Hancock Dev:Arbor Square (2173 N Iowa Street)","EXACT"
"primak aka agate construction","Primak (AKA Agate Construction)","15","","","NONE"
"nittidac","NittiDAC","15","","","NONE"
"century complete wjh","Century Complete WJH","14","","","NONE"
"nextgen","NextGen Builders","14","NextGen Restoration AZ","NextGen Restoration AZ","STARTS_WITH"
"near-cal","Near-Cal","14","NEAR-CAL CORP.","NEAR-CAL CORP.:Focus on the Family Cave Creek","STARTS_WITH"
"streetlights","Streetlights","14","","","NONE"
"mill creek","Mill Creek","14","Mill Creek Residential","Mill Creek Residential:Amavi Queen Creek","STARTS_WITH"
"derek","Derek Builders","14","Derek Builders","Derek Builders:Estrella Commerce Park","EXACT"
"180 degrees","180 Degrees Design","14","180 Degrees Design + Build","180 Degrees Design + Build","STARTS_WITH"
"irwin",""Irwin Construction Company","5","Irwin Construction Company","Irwin Construction Company:531 E Willette","STARTS_WITH"
"sunstone two tree","Sunstone Two Tree","14","Sunstone Two Tree","Sunstone Two Tree:Goldfield Estates","EXACT"
"barker morrissey","Barker Morrissey","14","","","NONE"
"kleven","Kleven","14","Kleven Construction","Kleven Construction","STARTS_WITH"
"phoenix power sweep","Phoenix Power Sweep","14","","","NONE"
"swell steel","Swell Steel","14","","","NONE"
"the weitz","The Weitz Company","14","","","NONE"
"krause anderson","Krause Anderson","14","","","NONE"
"ryan","Ryan","13","Ryan Property Services","Ryan Property Services","STARTS_WITH"
"meritage","Meritage","13","Meritage Homes","Meritage Homes","STARTS_WITH"
"pinnacle","Pinnacle Construction","13","Pinnacle Construction Company","Pinnacle Construction Company","STARTS_WITH"
"innovative building partners","Innovative Building Partners","13","","","NONE"
"alisano","Alisano Corporation","13","Alisano Corporation","Alisano Corporation","EXACT"
"gilbane building","Gilbane Building Company","13","Gilbane Building Company","Gilbane Building Company:Advocacy Center  (1051 America Heros Way)","EXACT"
"curve","Curve Development","12","Curve Development LLC","Curve Development LLC","STARTS_WITH"
"rsg","RSG Builders","12","","","NONE"
"mission constructors","Mission Constructors","12","Mission Constructors","Mission Constructors","EXACT"
"hamilton","Hamilton Builders","12","","","NONE"
"belmont homes","Belmont Homes","12","Belmont Homes","Belmont Homes","EXACT"
"porter kyle",""Porter Kyle Builders","7","","","NONE"
"harris associates","Harris Associates","12","Harris Associates","Harris Associates","EXACT"
"h b","H & B Builders","12","H & B Builders","H & B Builders","EXACT"
"azoulay","AZOULAY Builders LLC.","12","Azoulay Builders LLC","Azoulay Builders LLC","STARTS_WITH"
"desert truss","Desert Truss","12","","","NONE"
"straight arrow","Straight Arrow Construction","12","","","NONE"
"dr horton","DR Horton Inc","12","","","NONE"
"jlb partners","JLB Partners","12","","","NONE"
"us development","US Development & Construction Inc.","12","","","NONE"
"khovanian","K.Hovanian","12","","","NONE"
"fleming complete","Fleming Complete","12","","","NONE"
"wp west builders arizona","WP West Builders Arizona LLC","12","","","NONE"
"mst","MST Construction Company","11","","","NONE"
"ccv","CCV","11","","","NONE"
"sonora west","Sonora West","11","","","NONE"
"waltz","Waltz Construction","11","Waltz Construction","Waltz Construction","EXACT"
"avm","AVM Construction","11","AVM Construction LLC(DO NOT SVC)","AVM Construction LLC(DO NOT SVC)","STARTS_WITH"
"redden","Redden Construction","11","Redden Construction","Redden Construction","EXACT"
"porter brothers","PORTER BROTHERS","11","Porter Brothers","Porter Brothers:ALA Apache Junction (Warner and Meridian)","EXACT"
"atlas building","Atlas Building Group","11","","","NONE"
"lge","LGE","11","LGE Design Build","LGE Design Build:7501 E Redfield Road","STARTS_WITH"
"cambridge","Cambridge","11","","","NONE"
"arrowhead","Arrowhead Builders","11","","","NONE"
"ap","A&P","11","AP Global Contractors","AP Global Contractors:12250 N Sarival","STARTS_WITH"
"sunland","Sunland","11","Sunland Asphalt","Sunland Asphalt:1221 E Mckellips - Mesa","STARTS_WITH"
"owner contractorwillmeng","OWNER/ CONTRACTOR:Willmeng Construction","11","","","NONE"
"marrs","Marrs","10","","","NONE"
"form third","Form Third","10","Form Third","Form Third","EXACT"
"northridge","Northridge Construction","10","Northridge Construction","Northridge Construction","EXACT"
"primus","Primus","10","","","NONE"
"vlmk","VLMK","10","VLMK Engineering + Design","VLMK Engineering + Design:Valencia Airport Center","STARTS_WITH"
"deerfield","Deerfield Construction Co Inc","10","","","NONE"
"desert mountain","Desert Mountain Club","10","","","NONE"
"baldwin","Baldwin","10","","","NONE"
"barker","Barker Contracting Inc","10","","","NONE"
"dirt cheap","Dirt Cheap","10","","","NONE"
"american retail","American Retail Contractors","10","","","NONE"
"do","D&O","10","Doege Development LLC","Doege Development LLC","STARTS_WITH"
"hilbers","HILBERS","10","","","NONE"
"hbi","HBI Construction","10","","","NONE"
"gys general","GYS General Contracting LLC.","10","","","NONE"
"stevens leinweber",""Stevens Leinweber Construction","5","","","NONE"
"arco",""ARCO Construction company","4","Arco/Murray","Arco/Murray:Prime Data Center - Tolleson","STARTS_WITH"
"idm build az",""IDM Build AZ","3","","","NONE"
"dcs","DCS Contracting Inc","10","","","NONE"
"brinkmann constructors","BRINKMANN CONSTRUCTORS","10","Brinkmann Constructors","Brinkmann Constructors:LHM Ford Pro-Elite Phase","EXACT"
"j walters","J Walters Const Co","10","","","NONE"
"lgedesignbuild","LGEDesignBuild","10","","","NONE"
"la casa dulce","La Casa Dulce","10","La Casa Dulce","La Casa Dulce","EXACT"
"nunns","Nunns Construction","9","Nunns Construction","Nunns Construction","EXACT"
"x-wall","X-Wall","9","","","NONE"
"prologis","Prologis","9","Prologis","Prologis","EXACT"
"haskell","Haskell","9","","","NONE"
"koa built","KOA Built","9","KOA Built","KOA Built:5224 N 43rd Place - Phoenix","EXACT"
"cambridge companies","Cambridge Companies","9","","","NONE"
"terra nova","Terra Nova","9","Terra Nova Industries","Terra Nova Industries","STARTS_WITH"
"venture","Venture Construction","9","Venture Construction Company","Venture Construction Company","STARTS_WITH"
"mountainside fitness","Mountainside Fitness","9","Mountainside Fitness","Mountainside Fitness:5320 E Shea Blvd","EXACT"
"sonoran crest","Sonoran Crest","9","Sonoran Crest Construction","Sonoran Crest Construction","STARTS_WITH"
"weems asphalt","Weems Asphalt","9","Weems Asphalt","Weems Asphalt","EXACT"
"fci constructors","FCI Constructors","9","FCI Constructors","FCI Constructors","EXACT"
"camden","Camden Development","9","","","NONE"
"aro","ARO Construction","9","ARO Construction","ARO Construction:ANS (210 S Beck)","EXACT"
"delta","Delta Construction","9","Delta Construction Services LLC","Delta Construction Services LLC","STARTS_WITH"
"sdc","SDC Inc","9","SDC Inc (Scotts Diversified Construction)","SDC Inc (Scotts Diversified Construction","STARTS_WITH"
"hawk","Hawk Builders","9","Hawk Builders","Hawk Builders","EXACT"
"starlight homes","Starlight Homes","9","Starlight Homes","Starlight Homes:Amarillo Creek","EXACT"
"advanced development building","Advanced Development Building Services LLC","9","","","NONE"
"wd construction weis builders","WD Construction (Weis Builders)","9","WD Construction (Weis Builders)","WD Construction (Weis Builders):Aviata","EXACT"
"devco us","Devco US Construction","9","","","NONE"
"engineered structures","Engineered Structures Inc","9","","","NONE"
"skanska","Skanska","8","Skanska","Skanska","EXACT"
"ace asphalt","Ace Asphalt","8","","","NONE"
"van tassel","Van Tassel","8","Van Tassel Proctor","Van Tassel Proctor","STARTS_WITH"
"burke","Burke Construction Group","8","Burke Construction Group","Burke Construction Group","EXACT"
"verde investments","Verde Investments","8","","","NONE"
"colton constructors","Colton Constructors","8","","","NONE"
"santorini homes","Santorini Homes","8","Santorini Homes","Santorini Homes","EXACT"
"crossland","Crossland Construction Company","8","Crossland Construction Company Inc","Crossland Construction Company Inc","STARTS_WITH"
"madewell","Madewell Construction","8","Madewell Construction","Madewell Construction","EXACT"
"guardian civil","Guardian Civil Contracting","8","","","NONE"
"ashton woods","Ashton Woods Homes","8","Ashton Woods Homes","Ashton Woods Homes","EXACT"
"kennedy design","Kennedy Design","8","Kennedy Design Build","Kennedy Design Build","STARTS_WITH"
"desertbuild companies","DesertBuild Companies LLC","8","","","NONE"
"zona","Zona Builders","8","","","NONE"
"colorcor painting","Colorcor Painting","8","Colorcor Painting","Colorcor Painting","EXACT"
"reigel","Reigel Construction","8","Reigel Construction","Reigel Construction","EXACT"
"beckshar","BeckShar Development","8","BeckShar Development","BeckShar Development","EXACT"
"ideal","Ideal Co Inc","8","Ideal Co Inc.","Ideal Co Inc.","STARTS_WITH"
"catamount","Catamount","8","Catamount Constructors","Catamount Constructors:1650 S Bullard","STARTS_WITH"
"daniel","Daniel Enterprises","8","Daniel Enterprises","Daniel Enterprises","EXACT"
"clark","CLARK CONSTRUCTION GROUP","8","","","NONE"
"englewood",""Englewood Construction","5","","","NONE"
"benson","Benson Construction","8","Benson Systems","Benson Systems","STARTS_WITH"
"blucor","Blucor","8","Blucor Contracting Inc","Blucor Contracting Inc:4705 E McKellips Road","STARTS_WITH"
"sun valley","Sun Valley Landscape","8","Sun Valley Landscape","Sun Valley Landscape","EXACT"
"beck build","Beck Build","8","","","NONE"
"david weekley homes","David Weekley Homes","8","David Weekley Homes","David Weekley Homes:Artesa at Soleo - San Tan Valley","EXACT"
"k hovnanian homes","K. Hovnanian Homes","8","K. Hovnanian Homes","K. Hovnanian Homes:Laveen Place - Phoenix","EXACT"
"standard","Standard Construction Company","8","","","NONE"
"century communities","Century Communities","8","","","NONE"
"brasfield gorrie","Brasfield & Gorrie","8","Brasfield & Gorrie General Contractors","Brasfield & Gorrie General Contractors","STARTS_WITH"
"pro-low","Pro-Low","8","Pro-Low","Pro-Low","EXACT"
"3411richmond","3411/RICHMOND BUILDERS","8","","","NONE"
"layton constructon","LAYTON CONSTRUCTON COMPANY","8","","","NONE"
"verde building","Verde Building Corporation","8","","","NONE"
"canyon country",""Canyon Country Contracting","2","","","NONE"
"core ready mix","Core Ready Mix","8","Core Ready Mix","Core Ready Mix","EXACT"
"haworth","Haworth","8","Haworth Corporation","Haworth Corporation","STARTS_WITH"
"mcshane constuction","McShane Constuction","8","","","NONE"
"pro steel structural","Pro Steel Structural","8","Pro Steel Structural","Pro Steel Structural","EXACT"
"the renaissance companies","The Renaissance Companies","8","","","NONE"
"big d construction southwest","Big D Construction Southwest","8","","","NONE"
"renaissancecompanies","RenaissanceCompanies","8","","","NONE"
"eos","EOS Builders","7","","","NONE"
"idm","IDM","7","IDM Construction AZ LLC","IDM Construction AZ LLC:29th Ave and Bronco Butte","STARTS_WITH"
"gray west","Gray West Construction","7","","","NONE"
"penta building","Penta Building Group","7","","","NONE"
"gallo","Gallo","7","","","NONE"
"city property management","City Property Management Company","7","City Property Management Company","City Property Management Company","EXACT"
"guefen","GUEFEN CONSTRUCTION","7","","","NONE"
"crown","Crown Builders","7","","","NONE"
"fore","Fore Construction","7","","","NONE"
"commonwealth","Commonwealth Electric Company","7","Commonwealth Electric Company","Commonwealth Electric Company:Ward (1965 E Hermosa)","EXACT"
"richard","Richard Group","7","Richard Group LLC","Richard Group LLC","STARTS_WITH"
"united contractors","United Contractors","7","","","NONE"
"achen gardner","Achen Gardner","7","Achen Gardner","Achen Gardner","EXACT"
"chase carson white","Chase Carson & White","7","","","NONE"
"lloyd","Lloyd Construction Company","7","","","NONE"
"ckz","CKZ Holdings","7","","","NONE"
"ngc",""NGC Group","4","","","NONE"
"kraus-anderson","Kraus-Anderson","7","","","NONE"
"abernathy","Abernathy Development","7","","","NONE"
"alcorn","Alcorn","7","","","NONE"
"arcadia","Arcadia Builders LLC","7","Arcadia Communities","Arcadia Communities","STARTS_WITH"
"concord","CONCORD","7","Concord General Contracting","Concord General Construction:Cornerstone Church Bldg E","STARTS_WITH"
"southwest commercial","Southwest Commercial Builders","7","","","NONE"
"gonzales",""Gonzales Asphalt","3","","","NONE"
"big-d construction southwest","BIG-D CONSTRUCTION SOUTHWEST","7","","","NONE"
"opus design","Opus Design Build","7","","","NONE"
"trinsic residential","Trinsic Residential Group (TRB)","7","Trinsic Residential Group","Trinsic Residential Group","STARTS_WITH"
"ueb","UEB","7","","","NONE"
"desert","Desert Services","7","Desert Archaelogy","Desert Archaelogy","STARTS_WITH"
"itsa","ITSA Contracting","7","","","NONE"
"armstrong","ARMSTRONG","7","","","NONE"
"alliance residential","Alliance Residential Builders","7","Alliance Residential","Alliance Residential","EXACT"
"willmeng need job","Willmeng                              (Need Job #)","7","","","NONE"
"thewhitingturner","TheWhitingTurner","7","","","NONE"
"porter bros","Porter Bros Inc","7","","","NONE"
"christy company architecture","Christy & Company Architecture","7","","","NONE"
"mt2 llc - metals treatment technologies",""MT2","2","","","NONE"
"swb paving","SWB Paving","6","SWB Paving","SWB Paving","EXACT"
"hardrock concrete","Hardrock Concrete","6","Hardrock Concrete Placement","Hardrock Concrete Placement","STARTS_WITH"
"frontera","Frontera","6","Frontera Building Company","Frontera Building Company:10211 N 32nd St - Phoenix","STARTS_WITH"
"abc asphalt","ABC Asphalt LLC","6","ABC Asphalt LLC","ABC Asphalt LLC","EXACT"
"kruidener","Kruidener Construction","6","Kruidener Construction","Kruidener Construction","EXACT"
"jn pebler","JN Pebler","6","","","NONE"
"fleming","Fleming","6","","","NONE"
"cdo","CDO Group","6","","","NONE"
"capital","Capital R Construction","6","","","NONE"
"collaborative","Collaborative Construction","6","","","NONE"
"mtv","MTV General Contractors","6","MTV General Contractors","MTV General Contractors","EXACT"
"vcc","VCC LLC","6","VCC LLC","VCC LLC","EXACT"
"key","Key Construction Inc","6","Keystone Homes","Keystone Homes:Gilbert (4343 E Warner Road)","STARTS_WITH"
"equiteam","Equiteam","6","","","NONE"
"patterson","Patterson Enterprises","6","Patterson & Dewer","Patterson & Dewer","STARTS_WITH"
"us","US Development","6","US Transport","US Transport","STARTS_WITH"
"patio design","Patio Design Group","6","","","NONE"
"constructable","Constructable","6","","","NONE"
"gable family","Gable Family Builders","6","Gable Family Builders","Gable Family Builders","EXACT"
"mark scott","Mark Scott Construction","6","Mark Scott Construction Inc","Mark Scott Construction Inc:USPS Phoenix SDC- Ph2","STARTS_WITH"
"days excavating","DAYS EXCAVATING INC","6","","","NONE"
"blackhawk","Blackhawk Construction LLC","6","","","NONE"
"empire","Empire Construction","6","Empire Construction","Empire Construction","EXACT"
"my storage","My Storage Group","6","","","NONE"
"sauers","SAUERS LOPEZ CONSTRUCTION INC","6","","","NONE"
"montezuma paving","Montezuma Paving","6","","","NONE"
"reliance","Reliance","6","Reliance Build Inc","Reliance Build Inc. - RBI","STARTS_WITH"
"f1 paving grading","F1 Paving & Grading","6","","","NONE"
"loberg","Loberg Construction","6","","","NONE"
